timestamp_ms,accel_x,accel_y,accel_z
2310,-0.249501,-0.409463,-0.283651
2315,-0.719589,-0.448049,0.106294
2320,0.290211,0.385530,0.277879
2325,0.808220,0.433976,-0.014063
2330,-0.254699,-0.417708,-0.343590
2335,-0.803727,-0.439987,-0.008419
2340,0.216885,0.455700,0.351760
2345,0.742886,0.447335,0.012851
2350,-0.279742,-0.422897,-0.388799
2355,-0.837238,-0.479316,0.025822
2360,0.229790,0.529120,0.170060
2365,0.688951,0.306479,0.004841
2370,-0.184473,-0.336921,-0.324278
2375,-0.770132,-0.453345,-0.024533
2380,0.255088,0.430428,0.352585
2385,0.766468,0.449253,-0.059618
2390,-0.250420,-0.451930,-0.336189
2395,-0.804102,-0.379175,0.038739
2400,0.274836,0.366620,0.300469
2405,0.762336,0.406167,0.182476
2410,-0.206853,-0.421088,-0.314825
2415,-0.753322,-0.397049,0.105113
2420,0.189982,0.373263,0.298499
2425,0.662854,0.445892,0.026434
2430,-0.191436,-0.425622,-0.322764
2435,-0.805508,-0.556286,-0.107582
2440,0.173559,0.452234,0.247128
2445,0.748368,0.456148,0.032229
2450,-0.208383,-0.508228,-0.223504
2455,-0.838564,-0.388677,-0.040304
2460,0.282574,0.425914,0.286020
2465,0.791265,0.418840,0.077096
2470,-0.233043,-0.447239,-0.269752
2475,-0.875378,-0.441394,-0.008007
2480,0.193746,0.422296,0.294181
2485,0.760197,0.464910,0.012231
2490,-0.255511,-0.347450,-0.275629
2495,-0.752682,-0.461268,-0.065265
2500,0.308055,0.405768,0.313047
2505,0.802602,0.415233,-0.059257
2510,-0.172704,-0.424790,-0.367147
2515,-0.724067,-0.354983,0.010696
2520,0.289976,0.399248,0.274478
2525,0.784155,0.453683,0.039736
2530,-0.291971,-0.396374,-0.261719
2535,-0.738011,-0.405333,-0.020399
2540,0.249667,0.524993,0.303626
2545,0.814146,0.330566,-0.072493
2550,-0.193061,-0.459336,-0.360935
2555,-0.766090,-0.445419,0.072878
2560,0.306890,0.448893,0.342744
2565,0.773625,0.383084,0.077975
2570,-0.222533,-0.381123,-0.316204
2575,-0.759728,-0.436919,-0.025612
2580,0.343610,0.502515,0.351677
2585,0.738764,0.420110,0.053120
2590,-0.324950,-0.431311,-0.297810
2595,-0.735756,-0.334122,-0.056379
2600,0.255901,0.356503,0.212999
2605,0.769985,0.490284,-0.070937
2610,-0.205938,-0.409169,-0.305584
2615,-0.692598,-0.326104,0.012582
2620,0.262438,0.404194,0.302248
2625,0.856270,0.385732,0.008495
2630,-0.260004,-0.425110,-0.313904
2635,-0.824674,-0.523957,0.041758
2640,0.255398,0.402261,0.261799
2645,0.803941,0.444218,0.015951
2650,-0.273279,-0.356401,-0.334335
2655,-0.752373,-0.457010,-0.090683
2660,0.190740,0.448522,0.290223
2665,0.825393,0.430426,0.013665
2670,-0.249727,-0.454540,-0.320504
2675,-0.829942,-0.415723,-0.045867
2680,0.252283,0.422600,0.353563
2685,0.792117,0.418949,0.014515
2690,-0.340626,-0.417549,-0.344536
2695,-0.736574,-0.381850,-0.093028
2700,0.264549,0.502600,0.278126
2705,0.729237,0.499434,0.040741
2710,-0.223948,-0.377691,-0.376290
2715,-0.737516,-0.490200,-0.036645
2720,0.306437,0.411212,0.443227
2725,0.779322,0.380731,0.032699
2730,-0.268006,-0.337939,-0.310329
2735,-0.753798,-0.449012,0.014736
2740,0.228861,0.434522,0.334936
2745,0.662464,0.381126,-0.034537
2750,-0.214463,-0.405414,-0.312244
2755,-0.777671,-0.515317,0.041942
2760,0.330475,0.421108,0.255122
2765,0.753244,0.339568,0.015279
2770,-0.169468,-0.340085,-0.300917
2775,-0.808525,-0.394648,-0.028652
2780,0.269678,0.458073,0.288932
2785,0.779176,0.474376,-0.089769
2790,-0.196885,-0.430639,-0.339082
2795,-0.803047,-0.483091,0.022030
2800,0.240941,0.396144,0.202012
2805,0.737442,0.379480,-0.116030
2810,-0.192517,-0.416285,-0.280446
2815,-0.731814,-0.477903,0.007200
2820,0.128565,0.363050,0.260597
2825,0.715171,0.515610,0.033553
2830,-0.261741,-0.371907,-0.261447
2835,-0.695653,-0.402467,0.074785
2840,0.250414,0.365026,0.292621
2845,0.858045,0.429784,-0.004433
2850,-0.206825,-0.512456,-0.280431
2855,-0.822183,-0.389502,0.037738
2860,0.208169,0.361575,0.310120
2865,0.770959,0.483438,0.058122
2870,-0.215737,-0.427100,-0.286883
2875,-0.755307,-0.346197,0.054654
2880,0.327637,0.420263,0.308409
2885,0.809682,0.477851,0.086078
2890,-0.246533,-0.396129,-0.265223
2895,-0.694548,-0.504104,-0.098279
2900,0.271152,0.385909,0.293934
2905,0.754426,0.428063,-0.023269
2910,-0.209606,-0.488372,-0.234765
2915,-0.817306,-0.447997,0.043928
2920,0.229067,0.398948,0.424734
2925,0.767195,0.496736,0.050301
2930,-0.209961,-0.375597,-0.325349
2935,-0.804808,-0.438308,0.062599
2940,0.233722,0.425827,0.312917
2945,0.835718,0.355338,-0.041230
2950,-0.225382,-0.314764,-0.318453
2955,-0.778057,-0.384245,0.093908
2960,0.177791,0.439307,0.270761
2965,0.814848,0.409636,0.150634
2970,-0.308366,-0.452107,-0.301145
2975,-0.729625,-0.390898,-0.026994
2980,0.195504,0.396556,0.249394
2985,0.767420,0.424468,-0.001355
2990,-0.211029,-0.404592,-0.371419
2995,-0.789428,-0.456275,-0.002463
3000,0.316257,0.364596,0.409886
3005,0.733152,0.470201,-0.059224
3010,-0.205226,-0.440787,-0.242637
3015,-0.690023,-0.359323,-0.019868
3020,0.169743,0.409793,0.279889
3025,0.713363,0.440875,0.020689
3030,-0.258769,-0.422178,-0.237212
3035,-0.738955,-0.369949,-0.017162
3040,0.253611,0.369413,0.239638
3045,0.789266,0.443177,-0.000349
3050,-0.272883,-0.446286,-0.370090
3055,-0.810508,-0.435755,0.033909
3060,0.230261,0.439136,0.280053
3065,0.736184,0.441047,0.029716
3070,-0.328212,-0.479408,-0.266757
3075,-0.796296,-0.471302,0.113721
3080,0.260879,0.409526,0.336472
3085,0.800540,0.431491,-0.049208
3090,-0.237085,-0.427580,-0.308617
3095,-0.748795,-0.421853,0.008920
3100,0.262166,0.482945,0.226737
3105,0.842932,0.386253,0.000298
3110,-0.215929,-0.385429,-0.287161
3115,-0.793252,-0.364596,-0.023598
3120,0.272585,0.479095,0.289182
3125,0.891118,0.397482,0.098666
3130,-0.327499,-0.449019,-0.247966
3135,-0.776350,-0.386924,-0.012208
3140,0.287273,0.496823,0.277702
3145,0.754147,0.381593,-0.002481
3150,-0.273189,-0.312204,-0.221530
3155,-0.778338,-0.400797,0.032094
3160,0.236760,0.369161,0.257111
3165,0.773197,0.453035,-0.014287
3170,-0.255688,-0.416835,-0.236440
3175,-0.803511,-0.371170,0.074453
3180,0.288999,0.412885,0.276139
3185,0.706101,0.449886,-0.106689
3190,-0.203178,-0.422828,-0.276879
3195,-0.749155,-0.367999,0.044835
3200,0.319893,0.517762,0.277374
3205,0.830030,0.478533,0.020470
3210,-0.297755,-0.315630,-0.341766
3215,-0.823759,-0.399372,0.025332
3220,0.252985,0.367878,0.301361
3225,0.742923,0.382548,-0.061007
3230,-0.218532,-0.503843,-0.296554
3235,-0.722652,-0.531529,-0.017209
3240,0.201243,0.418320,0.314320
3245,0.758889,0.387746,-0.079159
3250,-0.199235,-0.423554,-0.254013
3255,-0.847157,-0.392260,-0.048474
3260,0.266554,0.526782,0.166121
3265,0.811079,0.439780,0.009120
3270,-0.325973,-0.398170,-0.338688
3275,-0.774144,-0.460654,0.003319
3280,0.283504,0.414315,0.297927
3285,0.833095,0.325416,0.034844
3290,-0.136752,-0.390540,-0.310935
3295,-0.714373,-0.406450,-0.018311
3300,0.171705,0.443287,0.274189
3305,0.756814,0.403634,-0.060950
3310,-0.243230,-0.448451,-0.223895
3315,-0.777189,-0.481174,-0.012738
3320,0.214006,0.471796,0.217409
3325,0.776535,0.422658,0.005327
3330,-0.196039,-0.513679,-0.239106
3335,-0.733172,-0.452807,0.033673
3340,0.219883,0.371036,0.260535
3345,0.931837,0.401256,-0.029047
3350,-0.243670,-0.443133,-0.325811
3355,-0.745274,-0.354369,0.030851
3360,0.252477,0.403158,0.300928
3365,0.712895,0.404015,-0.014709
3370,-0.298678,-0.383821,-0.271021
3375,-0.742261,-0.432903,-0.090273
3380,0.211125,0.357001,0.229948
3385,0.825779,0.388356,0.036190
3390,-0.217807,-0.373518,-0.328457
3395,-0.726299,-0.438196,-0.099964
3400,0.227380,0.459890,0.329398
3405,0.761134,0.398686,-0.019083
3410,-0.382179,-0.367645,-0.343767
3415,-0.835450,-0.429699,-0.078728
3420,0.173021,0.350162,0.304767
3425,0.750792,0.400407,0.030893
3430,-0.236719,-0.414348,-0.258240
3435,-0.727753,-0.364681,-0.003992
3440,0.332794,0.453755,0.241494
3445,0.738404,0.413008,0.002020
3450,-0.192568,-0.411473,-0.293371
3455,-0.767455,-0.429635,0.008314
3460,0.224180,0.402000,0.302677
3465,0.786313,0.465608,0.002071
3470,-0.253878,-0.450957,-0.193046
3475,-0.787209,-0.376044,-0.030426
3480,0.206480,0.498749,0.326749
3485,0.849018,0.443801,-0.017791
3490,-0.312703,-0.418264,-0.308645
3495,-0.778917,-0.377354,0.010640
3500,0.296132,0.546654,0.168971
3505,0.702257,0.415195,0.050055
3510,-0.192125,-0.485907,-0.332235
3515,-0.776708,-0.306715,0.107579
3520,0.243413,0.507002,0.274843
3525,0.716693,0.361964,-0.088609
3530,-0.162513,-0.392788,-0.331736
3535,-0.788659,-0.499156,0.025605
3540,0.349218,0.414342,0.291336
3545,0.803931,0.488478,0.008806
3550,-0.321135,-0.442585,-0.296501
3555,-0.792463,-0.469629,0.015724
3560,0.214891,0.493016,0.334710
3565,0.840459,0.549182,0.044186
3570,-0.280063,-0.496682,-0.295300
3575,-0.816012,-0.494285,-0.002264
3580,0.322142,0.373041,0.244960
3585,0.781532,0.450307,0.078889
3590,-0.282772,-0.412408,-0.283572
3595,-0.692694,-0.443644,0.005509
3600,0.238540,0.478004,0.166220
3605,0.677580,0.360748,0.024126
3610,-0.219216,-0.430314,-0.261075
3615,-0.771228,-0.554600,-0.042322
3620,0.216175,0.407342,0.353846
3625,0.739628,0.508567,-0.070735
